Battery_ID,Cycle_Index,Discharge_Index,Ambient_Temperature,Discharge_Time_Seconds,Max_Temp_Reached,Min_Voltage_Recorded,Voltage_Drop_Rate_V_per_sec,Internal_Resistance_Re,Cycles_Since_Impedance,Capacity_Ahr,SoH
B0005,2,1,24,3690.234,38.98218133148803,2.612467347907089,0.0004278927730865321,0.04466870036616091,0.0,1.8564874208181574,1.0
B0005,4,2,24,3672.344,39.033397966787035,2.587208728940726,0.00043638735502607646,0.04466870036616091,0.0,1.846327249719927,0.9945272071416714
B0005,6,3,24,3651.641,38.818796689817404,2.6519168938437794,0.000420706702040952,0.04466870036616091,0.0,1.8353491942234077,0.9886138595081705
B0005,8,4,24,3631.563,38.7623045063458,2.592947964776547,0.0004393461311504233,0.04466870036616091,0.0,1.8352625275821128,0.9885671763794173
B0005,10,5,24,3629.172,38.66539257343368,2.547419651124539,0.0004521358793786891,0.04466870036616091,0.0,1.8346455082120419,0.9882348178817771
B0005,12,6,24,3652.281,38.75169504640032,2.5209480504077413,0.0004566646864085383,0.04466870036616091,0.0,1.8356616600675495,0.9887821697485943
B0005,14,7,24,3650.828,38.8207012322275,2.487927319492314,0.00046577497445688374,0.04466870036616091,0.0,1.8351461429226603,0.9885044855913476
B0005,16,8,24,3572.453,38.51713023385634,2.6652049047458775,0.00042652009327094875,0.04466870036616091,0.0,1.8257567905665537,0.9834468955151549
B0005,18,9,24,3550.594,38.526267904657,2.6038584726333673,0.00044645227763263093,0.04466870036616091,0.0,1.8247738529891333,0.9829174345738104
B0005,20,10,24,3551.25,38.52698128472781,2.552853984885676,0.00046078688974044124,0.04466870036616091,0.0,1.824613268496936,0.982830935473199
B0005,22,11,24,3530.25,38.54143406601644,2.4724483018527317,0.0004862170537663081,0.04466870036616091,0.0,1.8246195526864504,0.9828343204622076
B0005,25,12,24,3491.016,38.52197451768004,2.64956413267546,0.0004412217287433961,0.04466870036616091,0.0,1.8142019357673917,0.9772228539894279
B0005,27,13,24,3470.281,38.582485834057856,2.5724981777366227,0.00046589559088505543,0.04466870036616091,0.0,1.8137521577549054,0.9769805803238794
B0005,29,14,24,3470.0,38.520294134873915,2.5249886697730286,0.00047949541674919296,0.04466870036616091,0.0,1.8134404914735822,0.9768127007692816
B0005,31,15,24,3450.297,38.21358592965045,2.694621861688723,0.0004331477667226311,0.04466870036616091,0.0,1.8025980036306504,0.9709723768751647
B0005,33,16,24,3429.407,38.1983618706913,2.64010141737067,0.0004517138548064752,0.04466870036616091,0.0,1.80210690024615,0.9707078432300706
B0005,35,17,24,3409.484,38.31926916027133,2.5739035098380962,0.000473677676619106,0.04466870036616091,0.0,1.802579500826209,0.9709624103091467
B0005,37,18,24,3390.422,38.4787542519308,2.4942396831720126,0.0004998021239494017,0.04466870036616091,0.0,1.8030683142834096,0.9712257104811376
B0005,39,19,24,3390.281,38.54659017774874,2.4556793246645583,0.00051134205891832,0.04466870036616091,0.0,1.8027776247196041,0.9710691300699019
B0005,42,20,24,3591.734,38.44749852224995,2.632142800798914,0.0004330697261446769,0.04466870036616091,1.0,1.8470259949329193,0.9949035873989017
B0005,46,21,24,3552.297,38.992275791716615,2.5027764692056795,0.0004742993932947383,0.044843430573346096,1.0,1.847417311283644,0.995114370594272
B0005,50,22,24,3531.578,38.51424197364312,2.617507742871704,0.00044454334109036314,0.04510114851143001,1.0,1.8361774213478947,0.9890599854098058
B0005,54,23,24,3492.907,38.165816144899125,2.694074478000972,0.00042751483173934747,0.044172075577171746,1.0,1.8257807475776242,0.9834597999985366
B0005,58,24,24,3511.594,38.16526203587147,2.6237674644021887,0.00044528801542380374,0.043786628196075913,1.0,1.8251136435078368,0.9831004632950897
B0005,62,25,24,3431.9370000000054,38.27549578575718,2.5010798299873738,0.0004914605224952014,0.04463932198878524,1.0,1.8255815042203762,0.9833524772367372
B0005,66,26,24,3431.125,37.982160799183106,2.6849988185249796,0.00043812519334476943,0.043558785775475374,1.0,1.8140311275083907,0.9771308478400268
B0005,70,27,24,3412.406,38.11100191887773,2.547109116468133,0.0004806666178702362,0.04526547818261783,1.0,1.8147691941158939,0.9775284086310274
B0005,74,28,24,3410.688,38.18831137948753,2.471314764334132,0.0005031962882427366,0.044483715777434665,1.0,1.813969388710352,0.9770975921350076
B0005,78,29,24,3410.718,37.998541119085836,2.6613903306108773,0.00044760705278954545,0.04441416485910045,1.0,1.802765665167823,0.9710626880376818
B0005,82,30,24,3392.719,38.194201649765226,2.541762355407921,0.0004851286324781454,0.04453544590029642,1.0,1.804077040117352,0.9717690623092355
B0005,86,31,24,3470.672,38.45796400011448,2.628919415830567,0.00045298165931764836,0.04502135245555801,3.0,1.8518025516704486,0.9974764875349146
B0005,90,32,24,3414.109,38.49126351534004,2.6312552691827045,0.0004593781467922899,0.04646251600050638,1.0,1.8307038456739428,0.9861116348782737
B0005,94,33,24,3395.219,38.31473393357882,2.654880745360911,0.0004550435710748708,0.04772385451119983,1.0,1.8199041089501267,0.9802943389447215
B0005,98,34,24,3386.0,37.861934640176806,2.6749688422803803,0.0004501283593623882,0.04694022963323793,1.0,1.8093079637028517,0.9745867078945714
B0005,102,35,24,3368.187,37.90665575786083,2.6159705726789904,0.00047029097974251753,0.04702798243208013,1.0,1.80460990458052,0.9720560906279802
B0005,106,36,24,3368.266,38.34003238560517,2.658447162110498,0.00045757314264616324,0.047755380262671634,1.0,1.7993770651972192,0.9692374130950105
B0005,110,37,24,3358.719,38.0745950590744,2.6979426084271156,0.00044696865574440757,0.047022939446838434,1.0,1.7884432335370462,0.9633478867036308
B0005,114,38,24,3339.5,38.07252758016199,2.6617272246516333,0.00046063340490593415,0.046245370477528074,1.0,1.7829230484252723,0.9603744299218223
B0005,118,39,24,3331.265,37.80133585100446,2.699288287625812,0.00045026411229036876,0.04618610336751238,1.0,1.7730337158018288,0.9550475246530081
B0005,122,40,24,3321.188,38.39873985476869,2.6127932408838532,0.0004777213877187483,0.04773737014313117,1.0,1.773037755078937,0.9550497004162602
B0005,126,41,24,3321.844,38.74929237918251,2.6637064901468075,0.0004623553086416048,0.04838334154876506,1.0,1.7678721106662054,0.9522672175646096
B0005,130,42,24,3311.828,38.87275464755104,2.6668454289754746,0.00046279623474927445,0.048037510039299486,1.0,1.7623150704093087,0.9492739086983165
B0005,134,43,24,3327.391,38.503541429116005,2.684431051981017,0.000453706948585185,0.048086960073381944,1.0,1.7676172924938447,0.9521299593373235
B0005,136,44,24,3312.078,38.27009094548294,2.645224362345869,0.00046964198109325495,0.048086960073381944,3.0,1.762668359743147,0.9494642085785509
B0005,140,45,24,3293.172,38.11684755251712,2.6603527244917,0.0004672532610584362,0.04754728174038817,1.0,1.7517304870664143,0.9435725054869607
B0005,144,46,24,3275.328,38.04152715355532,2.6926849789916263,0.0004600191356163132,0.04764092098948851,1.0,1.7418496047960008,0.9382501520146926
B0005,148,47,24,3265.016,38.17980302242767,2.670544734728978,0.00046816866468157793,0.04842436953177311,1.0,1.7360913511847138,0.935148459244402
B0005,150,48,24,3328.937,40.71218198711114,2.605158060541757,0.0004762034900449119,0.04842436953177311,3.0,1.7936240148573608,0.9661385230754256
B0005,154,49,24,3329.266,39.885261233152924,2.672012007453096,0.00045893654617527505,0.04943074564871873,1.0,1.7831890223273275,0.9605176972012408
B0005,158,50,24,3301.579,39.18287352945846,2.674271233724938,0.00046192860676791923,0.04974822543014387,1.0,1.7673642076278957,0.9519936347583842
B0005,162,51,24,3283.563,38.951564804030774,2.6309416727017187,0.0004775550177511811,0.04988486594475391,1.0,1.7570177850353066,0.9464205172265512
B0005,166,52,24,3275.125,38.607510759873634,2.6629725743154204,0.0004691300539151315,0.04921638093217895,1.0,1.7468706179837907,0.9409547290193551
B0005,170,53,24,3265.656,38.920359903369054,2.612942119873717,0.0004858744469576141,0.04994593893656341,1.0,1.7417172507457144,0.9381788592880077
B0005,174,54,24,3266.093,39.23273115358871,2.6157198442661476,0.0004848563126805983,0.048969605147940264,1.0,1.7364225056478186,0.9353268361401414
B0005,178,55,24,3257.594,38.964927068400804,2.6287695472774453,0.00048200610243726976,0.05022937602514056,1.0,1.7263217239235826,0.92988603346571
B0005,182,56,24,3248.593,38.83927283461771,2.6655106679421823,0.00047184474572470846,0.04971526662508074,1.0,1.7158065389330133,0.9242220117908766
B0005,186,57,24,3238.766,38.82796377704433,2.650495153350403,0.0004781143876760158,0.04913216601843565,1.0,1.710533351135192,0.9213816005181208
B0005,190,58,24,3240.14,39.14007944734004,2.643236235233877,0.0004802056792894946,0.04920968322529824,1.0,1.706014499648521,0.9189475137389712
